Id,Name,Type,Address
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 성동2호점,투썸플레이스,대구광역시 서구 36길 14
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 송파1호점,엔젤리너스,대구광역시 군위군 19길 21
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 성동6호점,이디야,서울특별시 강북구 10길 31
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 잠실9호점,투썸플레이스,대구광역시 달서구 3길 73
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 홍대5호점,투썸플레이스,대구광역시 달성군 74길 73
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 잠실3호점,메가커피,서울특별시 동작구 77길 63
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 신촌0호점,엔젤리너스,대구광역시 중구 33길 93
eb5d12ab52487406b4923ce45ee58088dcd6c22e08ba83fd21cc8748b9085bf6,빽당방 강서6호점,빽당방,서울특별시 광진구 63길 24
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 성동9호점,투썸플레이스,대구광역시 군위군 74길 42
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 송파4호점,커피빈,대구광역시 군위군 28길 85
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 잠실4호점,폴바셋,서울특별시 서초구 93길 70
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 건대7호점,폴바셋,서울특별시 서대문구 79길 31
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 홍대6호점,메가커피,서울특별시 구로구 19길 9
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 강서8호점,스타벅스,서울특별시 양천구 63길 20
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 잠실4호점,스타벅스,서울특별시 서대문구 33길 10
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 성동0호점,메가커피,대구광역시 동구 44길 38
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 신촌1호점,폴바셋,서울특별시 강서구 33길 62
eb5d12ab52487406b4923ce45ee58088dcd6c22e08ba83fd21cc8748b9085bf6,빽당방 성동2호점,빽당방,서울특별시 양천구 68길 79
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 송파9호점,커피빈,서울특별시 양천구 22길 74
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 강북4호점,엔젤리너스,서울특별시 은평구 2길 29
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 강남8호점,폴바셋,대구광역시 북구 69길 39
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 홍대1호점,스타벅스,서울특별시 강남구 78길 51
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 잠실2호점,스타벅스,서울특별시 관악구 46길 46
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 성동8호점,커피빈,서울특별시 서초구 92길 11
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 잠실6호점,이디야,서울특별시 용산구 81길 49
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 강남4호점,엔젤리너스,서울특별시 양천구 90길 88
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 신촌1호점,스타벅스,대구광역시 달성군 39길 55
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 강남0호점,이디야,대구광역시 수성구 98길 31
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 홍대3호점,커피빈,서울특별시 강남구 1길 17
eb5d12ab52487406b4923ce45ee58088dcd6c22e08ba83fd21cc8748b9085bf6,빽당방 송파4호점,빽당방,서울특별시 종로구 53길 44
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 홍대1호점,커피빈,대구광역시 대구광역시 79길 81
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 성동0호점,투썸플레이스,서울특별시 성동구 68길 68
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 강북4호점,커피빈,서울특별시 서대문구 4길 4
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 홍대3호점,엔젤리너스,대구광역시 대구광역시 75길 52
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 건대6호점,스타벅스,대구광역시 군위군 49길 13
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 신촌1호점,스타벅스,대구광역시 동구 57길 81
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 성동2호점,투썸플레이스,서울특별시 중구 20길 32
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 신촌5호점,이디야,서울특별시 강북구 98길 3
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 강서1호점,이디야,서울특별시 광진구 10길 49
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 신촌6호점,폴바셋,대구광역시 군위군 17길 2
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강남4호점,투썸플레이스,서울특별시 성북구 34길 2
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 송파5호점,폴바셋,대구광역시 동구 70길 11
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 신촌5호점,커피빈,대구광역시 서구 13길 40
0dc8558d4e8f58fd0594e1bcbff48de70d18f7ec135310b4b4e1329961a77f0f,이디야 성동8호점,이디야,서울특별시 도봉구 57길 98
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 홍대0호점,폴바셋,서울특별시 송파구 82길 2
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 성동4호점,스타벅스,서울특별시 도봉구 50길 68
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 신촌4호점,스타벅스,대구광역시 달성군 21길 86
eb5d12ab52487406b4923ce45ee58088dcd6c22e08ba83fd21cc8748b9085bf6,빽당방 성동5호점,빽당방,서울특별시 성북구 25길 50
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 강남2호점,커피빈,서울특별시 서초구 20길 22
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 송파1호점,스타벅스,대구광역시 달서구 16길 94
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 강서9호점,엔젤리너스,대구광역시 수성구 52길 36
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 성동7호점,투썸플레이스,서울특별시 도봉구 46길 43
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 강서7호점,메가커피,대구광역시 달성군 93길 89
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강남8호점,투썸플레이스,서울특별시 금천구 57길 33
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 홍대7호점,메가커피,서울특별시 광진구 62길 77
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 강북4호점,메가커피,대구광역시 중구 79길 58
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 잠실1호점,투썸플레이스,서울특별시 서대문구 17길 97
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 홍대6호점,투썸플레이스,서울특별시 강남구 59길 48
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 홍대8호점,폴바셋,서울특별시 서울특별시 48길 81
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 신촌4호점,투썸플레이스,대구광역시 중구 74길 14
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 강남2호점,폴바셋,대구광역시 군위군 87길 51
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강북6호점,투썸플레이스,대구광역시 대구광역시 6길 65
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 강북3호점,커피빈,대구광역시 남구 38길 99
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 강북3호점,커피빈,서울특별시 성동구 31길 81
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 홍대2호점,엔젤리너스,서울특별시 금천구 14길 72
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 건대9호점,엔젤리너스,서울특별시 중랑구 38길 88
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 송파0호점,투썸플레이스,대구광역시 서구 64길 26
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 잠실7호점,엔젤리너스,서울특별시 금천구 80길 76
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 송파0호점,스타벅스,서울특별시 구로구 39길 78
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 홍대8호점,메가커피,서울특별시 중랑구 90길 87
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 건대0호점,폴바셋,서울특별시 성북구 66길 26
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 강남8호점,스타벅스,대구광역시 동구 49길 48
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 송파5호점,메가커피,서울특별시 구로구 66길 31
2bd8c7aba56a14785e7bc92347e6b2d27497c657211e07166afdf703750d5f35,폴바셋 강남5호점,폴바셋,서울특별시 동대문구 14길 47
e7a7ec96c5c5a4924a4f5dc969b4f188caa181c9615ff64dc0586d14327df29f,메가커피 강북2호점,메가커피,서울특별시 송파구 96길 45
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강북1호점,투썸플레이스,서울특별시 서울특별시 99길 25
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 신촌9호점,엔젤리너스,서울특별시 구로구 40길 7
cdaef590828668d234fd8e55fb41562eca545963becd1651eec6e9c11f96f6ed,커피빈 성동7호점,커피빈,대구광역시 북구 48길 17
0e0c141f3e7ffeacf6264ea6978fa106624139a77f27ca5e99890c0b47278a5f,엔젤리너스 성동4호점,엔젤리너스,대구광역시 달서구 45길 97
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강북3호점,투썸플레이스,대구광역시 군위군 53길 62
6f80c60267f6bc734d4d01007d4d84dc2c5018da3526941018af6fa355d8da23,스타벅스 신촌5호점,스타벅스,서울특별시 양천구 51길 66
044f74822bd63a2ced0b9eafe8c2915606e3316ab7431509ca22ef1982de9c94,투썸플레이스 강북5호점,투썸플레이스,대구광역시 수성구 90길 66
